,text,label
33463,"I'm so slimy, grimy, sheisty but still shinin' #MeCrushMonday @ Daiquiris &amp; Company New Orleans
",13
33464,"Bursting with pride!!! @ Marine Corps Base Quantico
",11
33470,"Festival of Lights #denver#holidayseason2017 @ Denver Botanic Gardens
",5
33471,"It's a beautiful day in Screwston. @ 3.99 Haircut
",12
33475,"channeling my inner hippie flamingo @ Riverbanks Zoo and Garden
",13
33477,"Him .. My biggest blessing of 2016. Thank you God! ... I love you…
",14
33483,"Pose for me, baby. #sd #ca @ Oceanside Pier
",1
33486,"Bring on 2 • 0 • 1 • 7 @ Cairo, Georgia
",13
33490,"Changing my last name to Myers #Trainwrek #Halloween #mikeymyers #trickortreat #dreads…
",19
33492,"Let life transport you to more luxurious times ....... #latinagirl #latinaboss #dogmom…
",8
33494,"Messy hair. We don't care. #bffaeaeae evamariasw @ Drip Cafe
",14
33496,"Mikes babe on our blue babe two cool cats these 2 pics just popped up in iCloud on me ,he (…
",14
33497,"friends are the best. alexwhy @user @ Mount Rainier Historic District
",17
33498,"First Orlando City Soccer game was a success @ Orlando City…
",10
33500,"It's all a bunch of Hocus Pocus #halloween #salem #hocuspocus @ Salem Harbor
",13
33502,"""These good genes will have you weak.."" the birthday girl kissmy_grits &amp; I at the turn…
",4
33503,"our lashes are even red white &amp; blue @ Dublin Scioto Stadium
",11
33505,"(@ Lucky's Pub in Houston, TX)
",11
33508,"Becoming a local .. No shoes .. No shirt, No service @ Western Malibu, Malibu, California
",11
33509,"It’s been another great stay at the DoubleTree by Hilton for our visit with family for Christmas! (at @user
",5
33515,"54minutes was not enough time too see @user but it will have to do for now @ Illinois
",13
33516,"My man candy game is @ New York, New York
",19
33519,"My motto. None of your business!! It's my life #thebeatsummerjam @ Klipsch Music Center
",17
33522,"We salute our Veteran’s! #thankyouforyourservice #veteransday #teamdiceglie diceglie.livia @user
",11
33524,"#tbt to shrimpies and beer christina5x5 @ The Shrimp Lover
",1
33527,"Someone just gave my life a 5-star rating! Thanks, Lisa Howell. Someone know this classy, smart…
",10
33528,"Kid Khemist #graffiti #art #tagging #artsdistrict #losangeles #LABRECORDS tinygiants @ The…
",16
33530,"Gettin' my ice skate on!I suck, but I'm good with it. #runner #running #marathonfinisher…
",0
33531,"first of many Friday night games @ Santiago High School Football Stadium
",4
33532,"A view from my garden .... I like it #good #day to you! @ Battery Park, on the Delaware Bay,…
",16
33535,"Shopping grey sweat pants #greysweatpants #nyc #fashion #shopping #citylife #vacationmode…
",0
33537,"Physical Graffiti, Led Zeppelin @ East Village, Manhattan
",13
33539,"Flight rescheduled to tomorrow, so we're self-medicating.... @user
",16
33543,"Last night was amazing!!! Had a blast with @user #shewantsrevenge #SWR…
",13
33544,"Now let's take some #selfies Been a while... #springbreak…
",4
33546,"Hanging out at the Zoo with the Esilaba Boyz @ Milwaukee County Zoo
",17
33548,"FRIENDLY TEAM REMINDER #TeamGroganWaveTeam Getting it in...#TEAMGROGAN-Making Waves Monday…
",10
33551,"Universal for the first day of summer! @ Universal Studios Florida
",12
33552,"Only came for one song, loved them all @ Niagara University
",18
33553,"Hey @user do these make me look fat? @ Fort Wayne…
",0
33554,"easy like sunday mornin @ Pensacola Scenic Bluffs
",12
33555,"Ringing the #NASADQ bell with #techweek #techweeknyc @ Times…
",13
33558,"Beautiful Cousin #happybirthday #Jhenii @ Boston Masssachusetts
",8
33561,"Photo of Christmas way past 1968 or 69. In Fremont, CA, with wonderful Sister Judy &amp; then at…
",5
33563,"Save that money today &amp; get this print for the low low click the link in my bio to go directly…
",18
33565,"Sneak peak @ Hollywood
",1
33568,"#regram from @user taken by : @user #motorcycle #flattrack #flattracker…
",6
33569,"Logan Edmund Womack 10/23/2017, 7 lbs. 9 oz., 18.5 inches long #fearfullyandwonderfullymade…
",14
33570,"It's da season @ Solon, Ohio
",16
33572,"Can't complain @ The Westin Fort Lauderdale Beach Resort
",17
33573,"Arts, Beats &amp; Eats @ Arts, Beats &amp; Eats
",13
33577,"don't you know you're on my mind right now @ Veld
",13
33580,"Please take me back to the beach @ Myrtle Beach, South Carolina
",12
33586,"Going green with a crystal halo This stunning gemstone pendant is part of our sale. Original…
",13
33589,"#moana #movie #promo #mahalo krysfiggs @ AMC 34Th Street 14
",1
33590,"Finally got to play in some sunshine! Love you Grace! . Keep…
",8
33591,"BACK AGAIN alexethik with their massive 3 day event! Last years doc link at bottom ! Just put…
",19
33595,"Stocking is hung by the chimney, if you care. #hallsdecked @ Napa, California
",5
33596,"Last round of ""Back to Sleep"" Remix TODAY drdancestudio at 5p!! @ Debbie Reynolds Studio
",0
33597,"Oh, hey there!.. kellywphotog ..#sceWeddings #sceLife #loveyoursound #jsgwiz_sce #dj…
",6
33599,":: M N F :: MISSION NON- FLUFFY in full effect. I exceeded my daily goal. I’m my own #mcm …
",17
33600,"Hope you are on it #positivevibesonly #godisgreat @ New York, New York
",4
33602,"Wishing you a belated Merry Christmas from me and Gisele. #merrychristmas #happynewyear…
",5
33604,": @user @ Downtown Raleigh
",1
33606,"Getting my Jury Duty on @ Fulton County Courthouse
",11
33607,"@ Deauville Beach Resort
",11
33611,"My Boy Repping Hard @ Kansas City, Missouri
",19
33612,"See ya in 2 weeks Beast Coast @ New York metropolitan area
",8
33613,"Before the Traditional Honors Banquet. Rehearsal was quick. #AISESNC @ Phoenix Convention Center
",17
33615,"Merry Christmas to all of you, from all of us here at A Friend Like Me, LLC @ A Friend Like…
",8
33622,"came for the christmas lights, stayed longer for the fried oreos @user
",5
33623,"The beginning of Netflix and chill with Aiden. @ Zee Arnold Casa
",17
33624,"@ Lake Worth, Florida
",11
33627,"Sistas &amp; shakes #ΚΔ @ Steak 'n Shake
",0
33628,"Proud Americans!! Trudged miles to see George!! He did cross the Delaware for us! @ The…
",11
33630,"Let your hair down and dance with me // : @user @ FDR Skatepark
",6
33632,"Lake Catherine, down very low #canondslr #canon #canonrebel #lakecatherinestatepark…
",6
33635,"The parts of this weekend that I can remember seemed to be pretty good p.s love this girl #hoco…
",18
33636,"HOTLANTA #girlsweekend #ATL #peaceupAtowndown @ Perimeter Mall
",16
33639,"@user gotta keep it
",19
33640,"It's all sweet and cute until the drool soaks in :xlewis_austinx @ The Stingray Allstars Johns…
",1
33645,"Back to work at the hut #myshadystyle #shadesofyou #sunglasshut #summerleather @ King Of…
",16
33646,"Good food, good company. Having a great time celebrating. Thank you for dinner. (at @user
",4
33662,"Good Morning @ Mammoth Lakes, California
",14
33664,"The inspiration this city gives is beyond! See you soon NY! : @user ...#newyork #NY…
",1
33667,"Best table at the Christmas party!!!! @ City Club at Gibson Mill
",0
33668,"Best read of the day @ United States Postal Service
",16
33669,"Matrix Only click the link if you're hungry ...... #pizzariumlovers…
",16
33671,"Busted lip. @ Laguna Beach, California
",19
33672,"#NEWYEAR DIET: Cornbread medallions served with maple syrup from @user TW - check our…
",6
33676,"Fully detailed #Ford #F250 that stopped by the shop tonight. @ Royal Restorations
",13
33682,"Today's workout: 1 Paddle board Handstand attempt @user #fitness #getaway #parenthood…
",0
33683,"happiness // now leaving Disney, and my whirlwind theme park…
",13
33684,"11.5.16corneliusplus in the CA ""Modern Rebel"" dad hat : @user
",1
33686,"Choctaw will always have my heart @ Choctaw Marina
",18
33688,"Lakers lost but I’m still winning #cheesyaf #recycledcaption @user
",4
33692,"Yes... yes it is. #Merica #USA @ Freddy's Frozen Custard &amp; Steakburgers San Marcos, CA
",11
33693,"Soooooo........ Awkward. @user hillaryclinton…
",10
33695,"Oribe Supershine leave-in conditioner that satisfies the thirstiest hair, calming frizz,…
",13
33698,"#readyforlongweekendoff @ Easton, Massachusetts
",17
33699,"prepping for Thanksgiving with Christmas cookies, coffee and my gal pal : @user @user
",6
33708,"Get to church...the Broncos don't play until 2:25pm! Join us at 9 or 11am!#ascentCHCC @ Cherry…
",0
33709,"what snow storm? @ Orlando World Center Marriott
",12
33710,"even gravestones need a final resting place. #latergram @ Mahanoy City, Pennsylvania
",13
33711,"Feeling cozy and warm in company of my friends at @user Such an inspiring afternoon #nyc…
",13
33713,"Working on a cover...guess you know where I got my tattoo inspiration anyways, song is by…
",4
33716,"Kylie who? @ Hollywood
",4
33718,"Crowd died way down but still a good time w cool peeps @ Nulu Festival
",16
33719,"️#hudsonriver @ Half Moon
",12
33721,"Stitches coming out just before Christmas! Like a holiday special for my gut
",5
33724,"Thanks for the flowers Kevin!! @ Cincinnati, Ohio
",17
33725,"View from a bridge - #MountainBridge #arizonasunset #mesaarizona #instagramaz #beon12 @user
",4
33730,"Blogged: denim x denim with @user liketoknow.it #liketkit…
",14
33731,"@user @ Burbank, California
",1
33738,"Wedding pics #jonathanlovesleah #gonnacry #happyday #family @ The Gerding Theatre at the Armory
",18
33739,"Merry Christmas from the Vissering's! @ East Peoria, Illinois
",5
33741,"Merry Christmas Eve @ Tanger Outlets, Charleston
",5
33742,"When vintageinspiredbyjackie makes your dream Guardians of the Galaxy outfit come true She…
",13
33744,"ucla still sux though, fight on!
",16
33745,"️Good morning #insta fam! #HappyMonday! I hope you all had a fabulous #weekend and are ready…
",12
33747,"Shimmer and shine in this size 12/14, made in , vintage midi skirt. Full of color and pizzazz,…
",11
33750,"Always a blessing when I’m round kids can’t wait to have my own one day #IDGT #IDontGotTime…
",19
33751,"Packing for #ladivebouteille and I cannot wait to see @user #matthewroseparis…
",14
33756,"About last night, #Coldplay ""A head full of dreams World Tour"" #Boston @ Gillette Stadium
",16
33757,"It's like I never left. #eskimojoes #stillwaterstaple #gopokes…
",4
33759,"@ Long Island City
",11
33761,"@ Chicago Auto Show Mccormick Center
",14
33762,"Gotta love my kids they so silly @ Desert Oasis High School
",0
33763,"️my girls ️ @ The District Apartments- Fayetteville
",12
33765,"@user nah that's just a thing to look back to &amp; say I've come up
",17
33766,"djgroove83 on the good times tonight rocking with my man @user at downphilly much love to…
",1
33767,"@user DAY 2 - awesome sets and and even more awesome guy by my side. #firefly2016…
",18
33770,"We had so much fun visiting Santa yesterday, and checking out the @user Santa HQ @user …
",5
33771,"Welcome to Vice City #miami #miamibeach #usa #america @ Collins Avenue
",16
33776,"@user @user @user plus there's enough steeler fans here anyways. Felt right at home
",16
33778,"The Amenity Report said ""Something Sweet"". Hope this fits the bill. Truffles. Strawberries.…
",16
33782,"Better late than never #4thofjuly #america @ Crystal Lake (Dakota, Minnesota)
",11
33783,"Somewhere on a beach Photo Credits: melanie_hopee (took…
",12
33786,"Career day! Of course Makayla dresses up like a chef @ National…
",4
33787,"That time that I explored Philly. @ City Of Washington, D C
",17
33788,"First days finished with! Lovely day with my Steven @ Sea World Orlando, Fl.
",18
33791,"Happy Halloween! #halloween #nikonphotography #nikonusa #seemyshot #nikon #nikon #nikond850…
",1
33794,"Making some cool plastic charms for this years Pokefest 2017 but already feel like I'm running…
",16
33796,"Share your smile with the world... @ Los Angeles, California
",17
33797,"Amazing weekend with my amazing man @ Seaport Village
",8
33799,"hooray for the USA!! @ Campbellsville, Kentucky
",11
33800,"""and to all a goodnight."" @ Dorothy Chandler Pavilion
",5
33801,"@ Magnolia Nightclub
",16
33804,"thinking about how summer is already half over : @user @ Carolina Creek Christian Camps
",1
33805,"Pre party time for St Joseph's 2016 Labor and Delivery Christmas …
",5
33807,"#diy #rooflinemagic #christmaslightseverywhere #itsthemostwonderfultimeoftheyear @ Home Sweet…
",5
33810,"@user I order wu_tung soup from the Chinese..I did that b4 I actually moved to Europe,always seem to work
",19
33811,"I did this little guy's parent's wedding cake and am blessed again to make his cakes too! …
",14
33812,"November is a power month holding the vibration of 11 Representing divinity, rebirth, and…
",13
33813,"Shoutout to Cleveland's for passing out snacks to the voters! #supertuesday kut #budatx @user
",11
33816,"Great quote #AcademyMortgage #realty #realtor #arizona #arizonarealestate #realestate #keirland…
",13
33820,"ups brought so much #fun on this so-called ""holiday""! I also received my momsmeet &amp;…
",4
33824,"Diamond back fixed. Thank you mazzaresejewelry #studs #uptodate…
",18
33826,"Happy homecoming!! #huhc2017 #Onyx8 #homebythesea @ Hampton University- Official
",14
33830,"Cornered #gopro #winterjakbhai #breakingbad @ Four Corners: Colorado, New Mexico, Arizona, and
",11
33832,"oh deer, only 8 days till Christmas!! @ Town of Summerfield, NC
",5
33833,"Haters can't see me, they in nose bleed seats!!!! #StuntHard…
",16
33834,"Summer Sun ️ Sets, Cut Off Denim, and All White Converse in Wicker Park Chicago with…
",12
33835,"Happy Monday @ Walmart Columbus - Airport Thruway
",8
33836,"Fun night #boise #downtown @ Fatty's Bar
",17
33838,"Good first day of the year Wearing one of my favorite dresses from nakedcowgirlvintage…
",12
33839,"Béla wouldn't potty on the cold snow so we had to create a special area for her #southernbelle…
",0
33840,"Today's first agenda item: the morning commute from Brooklyn to Manhattan with @user @user
",0
33843,"nice day and a sweet pup @ Tusculum College
",12
33846,"Thankful for beautiful friends that support and invite you to amazing geeky adventures …
",18
33849,"this weekend blue by #merrymonday @ WCNC
",14
33850,"Its a good day for Mariana's Trench and a bridal shower @ Cayuga Lake State Park
",10
33851,"Tiffany’s Christmas #nyc #ny #nyclife #holidayseason @ Tiffany &amp; Co.
",5
33854,"Only right @ Michigan State University
",17
33855,"yes, i'm a mess, but i'm #blessed to be stuck with you me n the brodie ricekingg fucked it up…
",13
33856,"Merry Christmas to You and Yours @ New Milford, New Jersey
",5
33857,"So full of #braap @user #santacruzbikes #highball #hardtail #realmtb #hshive #sostikrd…
",6
33858,"The Grin that stole Christmas!!! Camera by @user it will never get old!…
",6
33859,"Beautiful hiking day! ️ ️ ️ @ Ricketts Glen State Park
",12
33860,"Fam is all I need 7ft_god @ The Mall (Washington DC)
",8
33861,"It's official. I'm a Jayhawk. #SchoolOfEducation #ClassOf2020 @user
",17
33864,"Munchkin sent me this throwback... #Halloween #fortlauderdale #2016 # #belowdeck #51minds…
",8
33865,"can't wait to see you and this shitty pool in 3 weeks @ Royal Oak High…
",14
33866,"Hey good lookin’ ... you come here often? P | lomboy_photography @user @ Nelson Nevada…
",0
33867,"Fun day w my people @ Georgia Tech
",17
33868,"A new life journey just began @ Military Walk
",13
33869,"Goodbye Kentucky! It's been a great summer ️ jsbyron7 @user @user @ Rough River…
",12
33870,"Sweet summertime @ Saint Petersburg, Florida
",17
33871,"Setting the stage for “Seasonal Allergies!” Amazing what can happen in Black Box Theatre …
",16
33872,"#WCW @ Dallas, Texas
",13
33875,"Cheers to the weekend! ..A new blog post is up on Blogs By Cheyenne! I'm telling you my top…
",13
33879,"All I want right now is a fat ass blunt.
",19
33881,"New visual dropping soon til den click link in bio 4 #GlockedUp shot by &amp; Dir @user @ Fulton…
",19
33882,"Throwback to my last show in Rochester!! _So much can be learned about yourself when you…
",16
33884,"That soft pink matter... Cotton candy Majin Buu @ Petersburg, Virginia
",13
33885,"Donuts holes = road trip fuel @user @ The Flea Off Market
",10
33886,"Ninja kept us company in the berry greenhouse today! He loved sunning himself @ West Star…
",12
33887,"About today .....#newyorkcity #newyork #nyc #vsco #vscocam #vsconyc #fashiondiaries @user
",16
33891,"First sleep over at the lake house. @ Lake of the Arbuckles
",14
33892,"Hey Thor Heeeyyyyy #disneyland #thor @ Innoventions
",4
33893,"We'll call this ""Waking Giant"" #OnTheRoadAgain #ShowDay #NoFilter @ Thunder Bay, Ontario
",4
33894,"@ 2017 Super Bowl LI Events - Houston, TX
",14
33895,"The boys soaking in the last day of 2017 ️ #HappyNewYear @ Hollywood Beach
",12
33898,"Lunch time treat We have your lunch break sorted NYC! Our new house made pumpkin muffins with…
",0
33899,"Magic Kingdom and Epcot @ Magic Kingdom at Walt Disney World
",11
33902,"Wild lights jrosedenaro @ Detroit Zoo
",5
33906,"A Snowy Day#3 - Mammoth from below- : cole_younger_ #californiasnow #snowyday #mammoth…
",6
33908,"Thanks for being a rad dance partner.. I think I'll keep you around @ Liberty High School-Home…
",4
33909,"first to farmer's market, next stop- the pool to celebrate America or something @ Downtown…
",11
33912,"Seek the Vibration • #Vibrations2017 • #WeTheCulture • by me @ Renovation Church
",1
33913,"My mom's in town! @ Taza - A Lebanese Grill
",18
33916,"Always the best part of my day! My #proud #sheiseverything #light #love #princesse #mybabygirl…
",18
33918,"Glass Animals @ Radio City Music Hall
",13
33920,"#WCW to the work bae thx for getting me to Cleveland on snowy days…
",8
33923,"#DoubleGreyGrooseGreyHound Only at POPS! @ Pops Bar
",0
33924,"The boys @ California State University, Fullerton
",19
33927,"All good vibes last night at h.artlounge. Can't wait to come back.#HArtLounge #Placerville…
",13
33932,"Got me a Little today #PTBAD #DeltaSigmaPi @ The University of Texas at Arlington
",16
33933,"I don't remember what was so funny but I'm happy it was captured! credit: @user
",1
33935,"They Say The Grass Is Greener On The Other Side I Can Walk Now And The Grass Is In Walking…
",10
33938,"Because #saturdayfun #harleydavidson #streetbob #motorcycle #motorcyclesofinstagram…
",16
33941,"No equipment needed to enjoy this view. #blueskies #nature #cbusmetroparks #nofilter…
",16
33942,"#friendship @ Washington Heights, New York
",16
33944,"THE BOYS : @user @ White River Amphitheatre
",6
33947,"#familyisbest @ Gross Homestead
",14
33949,"gotta show em how it's done, what whimps! #pierjumping #mylifewithboys #myboys #singlemom…
",14
33951,"Day 1 of #Share16: So excited to meet all the agency folks at tonight's reception …
",14
33955,"Cheesin' @ Downtown Madison
",10
33957,"Live From #ShowOffsHairSalon @ SHOW OFFS SALON
",5
33959,"My vacation starts now!!! @ Da Crib ( Home )
",10
33962,"#IVoted @ Vermilion County Courthouse
",11
33964,"FRENCH TOAST-WICH!Now with % more delivery area! #wegofurther #delivery starts at 9am with…
",19
33968,"On our way back from Orlando @ Downtown Orlando
",0
33969,"Just good lighting before an early morning gym sesh @ Planet Fitness
",12
33975,"I love you @ Black Fox Farms
",13
33978,"Couldn't get Tacos yesterday so I gotta have them for lunch today …
",16
33979,"I love these people
",17
33980,"19 March 2016. ""Different world doesn't mean you have different goals""#ultraqayyum#tbh @user
",13
33982,"We made it to Frankfort! #happy day #summer2016 #boatlife @ Frankfort Lighthouse
",12
33987,"Hello Chicago, you look gorgeous today! Perfect place to hang for a bit. #nycblond #travel…
",17
33988,"Yup... pretty much an Amazing Quote &amp; by an Amazing women!!! #mayaangelou #amazing…
",4
33990,"The food here is aways so good @user #torontobakery #torontofood #toronto…
",17
33991,"Have a Merry Classy Christmas @ Country Club Plaza
",13
33993,"Made in America kinda night #explore #madeinamerica #2017 #philly #nycshit #labordayweekend…
",14
33997,".Empire State . @ Empire State Building
",16
33999,"""insert loud EDM music"" by @user #PersephoneVonLips #COUNTERCORNER #Hair @ 1306 Miami
",1
34002,"Heart is so full @ The Cove Church
",17
34003,"Top #rustic #ShabbyChic #flooring picks plus a few tips. …
",14
34004,"#HeroicaGuardiaB #FaltanVarias #TeamB #Friendship @ Oriental Wok
",14
34005,"Put me in the game coach!.....#Browns @user #OhioState @user @user @user
",1
34006,"arlosballroom always #poppin #dancelife #chinky #cheezin #latergram @ Arlo's Ballroom
",10
34007,"Shaved the chops off for some extra work tomorrow. They will be grown back by DragonCon. @user
",4
34008,"His Smile !!! @ Pizza Hut at Northcrest
",10
34009,"TONIGHT!!! LOCAL 662 aka THE 6!!MOOK BOY PERFORMING LIVE! CERTIFIED SWOLE ALERT!!GET…
",19
34011,"All moved in @ University of Massachusetts Amherst
",17
34012,"Here I come..!! #phoenix #usadiaries #nightview #instadaily…
",11
34013,"SanFo's version of NY's Central Park. #SanFrancisco #usa2016 @ Golden Gate Park
",11
34014,"BLACK FRIDAY MASSACRE 11/28/16@WARHOLSS X @user : @user @ The Observatory…
",1
34015,"Gone to soon. Dang man it seems like I just met you. RIP LIL PEEP ️#briannaseymonne…
",12
34016,"These guys......#thedemiserockopera #cast jencuska @ New York, New York
",6
34018,"It's another wonderful wine weekend in #wallawalla. We're ready when you are! : @user
",6
34019,"Thanks to all Great Fans from last weeks Detroit show, Awesomeness fun show check them out on…
",19
34021,"Today's positives .Outdoor shoots w/ Kayla.Ice cream at work.Convos with Jillian .Walking…
",13
34022,"Losin Control @user | Broward County, FL |…
",1
34026,"happiest place on earth @ The DisneyLand Park &amp; Disney's California Adventures
",17
34031,"Camp was a blast with my best friend! But it feels so good to be home @ Chula Vista Resort
",17
34033,"If you aren’t willing to pay the price for success, you will pay the price to failure. [ :…
",6
34034,"Calm down there, Vegas. You all are just acting crazy, now. #vegasgoldenknights #NHL
",4
34037,"Hi Miami @ South Beach
",16
34039,"First selfie in a while @ Sterling Campus Center
",17
34044,"#tbt you're pretty alright, thx for the past year and a half minus one day @ Barnegat Lighthouse…
",18
34046,"Out for a birthday dinner treat with these three clowns. #IHaveTheBestFriends #lovemyboys @user
",14
34047,"My Squad's Poppin @ Harbourfront (Toronto)
",16
34048,"It’s Go Time! #roadtohays @ Sharon Springs, Kansas
",14
34050,"#nickiminaj #badPics cause I'm dancing @ Barclays Center
",10
34052,"F*ck it, it ain't no comparison MUA- @user Hair- parkerimage_ Photographer-…
",8
34054,"Finding the sunshine in my life ️ #staysunny #iwillchangetheworld #noroomfornegative @ Walnut…
",12
34056,"I love Tuesdays. @ St. George Roman Catholic Church
",18
34059,"For those who want to know what we usually do before the show. Read the full article here -…
",0
34064,"Please excuse the double chin and crazy hair but I'm just living my best life over here. : the…
",1
34065,"#HappyThanksgiving @ Ruby Falls
",8
34068,"Shoot w/ @user #NYC #nycphotographer #nycphotography #photoshoot #soho #photography…
",10
34069,"Merry Christmas everyone!!! @ Dad's House
",5
34070,"#albaclamshell and #brownclamshell side-by-side! Wonderful in a soup, a sauce, or fried! …
",17
34072,"Christmas 2017 @ Anaheim, California
",5
34073,"South Bank lookin fly this morning ️Yesterday the water was up to the tan stripe on the…
",12
34074,"at the docks. #clemson #warmspell @ Clemson Rowing Docks
",5
34075,"My five moods en Mordor, Middle Earth
",13
34076,"Ain't no blues with them around @ Blues on the Green
",14
34077,"#Franklin, Tennessee. #TinyHuman #OrGiantChair? @ Factory at Franklin
",11
34078,"Sleek London style in Midtown OKC complaints of TRADE. You're welcome The epitome of…
",16
34082,"#panoramic #wiev from #topoftherock #sunnyday #sun #newyork #city #usa #centralpark #vacation…
",11
34086,"23 weeks today ️ 17 more weeks to go #MiReina #TheBump #pregnantandbeautiful #ourbabygirl…
",12
34087,"Every woman deserves a beautiful portrait of herself Hair &amp; make up by winkhairandmakeup…
",13
34088,"We silly (Johnny) #GonzoTwins @ Fresno, California
",0
34089,"Pregaming a funeral ... My kind of crowd (@ The Depot in Elk River, MN)
",17
34091,"I️ became a New Yorker when I️ stepped into my Timbs #NYC #outfitoftheday #themontrelblog @user
",0
34092,"regram @user early, waiting for the sun to rise 'Return of Light' a new oil painting…
",12
34093,"Here's to one year of laughter and happiness! @ Becco Restaurant
",8
34095,"Holidays with your favorites @ The Shops at Legacy
",8
34096,"Soaking up the ️ @ NoHo Arts District
",12
34098,"Quality time with this perfect human being #missu @ Central Park
",13
34100,"Trap Trap in the Bando, I don't wanna look like you. @ Eastside, Atlanta, Georgia
",11
34102,"First work day! #work #construction #mustang #lifestyle @ Wake County, North Carolina
",16
34105,"Come see rebohill tonight play ""Hello Kitty."" She's a cutie Luke of The Lake &amp; Will of The…
",4
34107,"SUNDAY NIGHT FOOTBALL in the new digs #inbrotherhood #snf…
",4
34108,"Cleaning out my gallery... #bunlife @ Candlewood Suites La Crosse
",0
34115,"Happy 30th Wyatt! @ Kimpton Journeyman Hotel
",8
34122,"#happyindependenceday. Thanks to all, who continue to fight for our Freedoms. #july4th…
",11
34128,"@ Lake Shenandoah County Park
",0
34129,"Mob Shit. : @user @ Nashville, Tennessee
",1
34133,"what a fun Weeknd with yaaa #XO #round2 @ The Palace of Auburn Hills
",16
34136,"St. Ed's Halloween block party with my faves @ St. Edward's University
",18
34137,"Can't wait to graduate
",10
34138,"Well another one is hitched! Congratulations Chelsea and Michael,…
",0
34140,"Miss this ️ @ Pocono Mountains
",12
34142,"When #neneleakes and #kimzolciakbiermann run into each other #funtimes mic_brown_hael @user
",8
34143,"A fancy limo ride on The Strip was on my bucket list #thestrip @ Las Vegas Strip
",17
34145,"Christmas is just 3 days away! I miss these two so much!! The holidays always make me miss those…
",5
34146,"Rope swings are fun when you actually know how to get on them @ Corn Dawgs
",0
34147,"RP @user Well if this don't set the week off right there's an actual word for my…
",16
34148,"Dinner Specials! : Tso Salmon Tacos @ Taxman Brewing Company
",6
34150,"@ Atlantic Ave - Delray Beach
",13
34152,"Got to set the mood . #KRFHnews #RadioNews #CollegeNews #CollegeRadio #producer #anchor #reporter…
",4
34154,"thx for being my bestfriend @ Collinsville High School
",18
34155,"Caption this pic! by @user #entrepreneur #young #mentor…
",1
34157,"Cold and rainy October mornings make it so hard to get out of bed. Times like this I wish I was a bear and could hibernate
",4
34158,"Slidin’ in your DM’s like #bordercolliegoals #oldenburg #yorktownstables…
",0
34159,"Words to caucus by. #berniesanders #wacaucus @ Gatzert Elementary School
",17
34161,"As happy as a clam at high tide. Yosemite, I you. @ Yosemite National Park
",18
34162,"Restocked our sunnies!! come check 'em out!! $10 each!Call 314-725-2760 to pay via phone…
",12
34163,"Missing the face full of cake kisses from my favorite boy... #jetteaston #auntielovesyou @user
",14
34165,"Surf and turf @ San Diego, California
",16
34168,"Caption this! : @user @ Venice Beach, California
",1
34172,"Take it in while you can @ Nassau, Bahamas Islands
",12
34173,"Merry Christmas from all of us! All the way from Union Square :)…
",5
34179,"Mateo's first 4th of July + fireworks. Family fun #HappyBirthdayAmerica &gt;&gt;Swipe @ The Westin…
",11
34180,"BEACH DAY @ Fontana Beach
",12
34181,"some kick ass kayakers in a kick ass city @ Chicago River
",16
34187,"Proud husband moment. #createcultivateATL @ Mason Fine Art
",17
34192,"Happy 4th @ Ponce Inlet, Florida
",11
34193,"Every now and then, I feel like a real journalist. Alternative caption by Maya Rex: ""I'm out…
",13
34195,"Just witnessed the Christmas Tree lighting ceremony at Union Square tonight!! #UnionSquare…
",5
34197,"Well guys, as the saying goes if it doesn't kill you it makes you stronger lol. I do not…
",4
34198,"| P O P - U P | : @user @ Rain Damage
",1
34199,"#friyay A little busy but love me some Mustaches and bowties! ..#Ootd #shopping…
",13
34201,"When you find the light Photo by @user @ Clarksville, Tennessee
",12
34203,"#Repost loveleighla・・・ #howloween #rihanna #grammys #redcarpet @ Tompkins Square Park
",19
34208,"Being silly @ Killeen Mall
",0
34209,"Top Of The Rock! #best #friends #top #of #the #rockefeller #newyork #city @ Rockefeller Center
",14
34211,"L O V E thyself @user @ Hermosa Beach, California
",1
34212,"Good to have you all to myself again #steadymobbin @ Miami…
",14
34219,"Last night was special! Thanks Oakland! #integrityblues : @user @ Oracle Arena (Golden…
",1
34221,"love these girls &amp; softball @ Brooks, Georgia
",8
34224,"Let's go help build God's Kingdom down im Brazil for 2 weeks. Excited for this tour. Can't…
",11
34227,"Merry Christmas from the Kuzmans @ Girard, Ohio
",5
34231,"I see... @ Ritz Carlton Marina Del Rey
",4
34233,"Free tea! @ Starbucks
",16
34234,"Of course you have to watch Rudolph when it's on tv! Elf in the corner is a tad creepy …
",5
34237,"#Healthyish at least it has broccoli @ Tasty house Asian Fusion
",4
34239,"Pretty cool experience today #merica @ Mount Rushmore National…
",11
34240,"My hands are too tan ¯\_(ツ)_/¯ #happy4th #usa @ God Bless America
",11
34241,"thankful for these two sweet ones-not only their visits, but also…
",11
34242,"Perfect blonde babylights created with out Lanza colour line and toned with @user Silver…
",13
34243,"""Behind every GOOD WOMAN, there's a KOCKY MAN"" - @user #MEMPHisHISTORY Photographer :…
",6
34246,"@user thank you!
",17
34249,"Mom &amp; daughter lunch with my mom and our newest business partner @user and her mama Joy Both…
",13
34251,"seas-ing the day @ Beautiful Marco Island, Gulf Coast, Florida
",12
34253,"Wishing you and your’s a very happy Independence Day. @ United States
",11
